,frap_region
0,[853   0]
1,[840  14]
2,[837  22]
3,[833  29]
4,[828  35]
5,[830  34]
6,[820  50]
7,[816  45]
8,[814  52]
9,[812  59]
10,[814  66]
11,[805  71]
12,[801  75]
13,[796  72]
14,[800  74]
15,[793  77]
16,[799  77]
17,[797  74]
18,[791  71]
19,[796  78]
20,[792  82]
21,[798  83]
22,[793  90]
23,[783  88]
24,[778  86]
25,[781  87]
26,[781  88]
27,[772  90]
28,[772  91]
29,[775  94]
30,[765  93]
31,[768  97]
32,[772 102]
33,[768 102]
34,[771 102]
35,[766 106]
36,[766 106]
37,[764 110]
38,[762 113]
39,[760 112]
40,[764 116]
41,[760 114]
42,[757 116]
43,[761 118]
44,[756 124]
45,[758 128]
46,[754 127]
47,[749 126]
48,[751 136]
49,[753 136]
50,[751 140]
51,[750 136]
52,[749 144]
53,[752 137]
54,[745 142]
55,[749 141]
56,[752 144]
57,[749 138]
58,[748 140]
59,[750 141]
60,[748 141]
61,[746 143]
62,[746 134]
63,[743 141]
64,[749 148]
65,[745 144]
66,[742 147]
67,[740 143]
68,[744 152]
69,[743 150]
70,[738 146]
71,[741 137]
72,[740 141]
73,[737 144]
74,[733 140]
75,[738 143]
76,[730 140]
77,[728 139]
78,[729 136]
79,[727 146]
80,[728 152]
81,[730 151]
82,[729 153]
83,[726 143]
84,[722 147]
85,[724 154]
86,[723 160]
87,[725 152]
88,[726 155]
89,[724 150]
90,[728 153]
91,[726 151]
92,[723 146]
93,[718 152]
94,[721 149]
95,[724 150]
96,[724 152]
97,[719 151]
98,[717 154]
99,[715 147]
100,[717 153]
101,[715 151]
102,[714 151]
103,[706 153]
104,[705 156]
105,[706 157]
106,[703 153]
107,[706 155]
108,[707 153]
109,[706 154]
110,[705 156]
111,[700 152]
112,[697 155]
113,[698 151]
114,[701 160]
115,[699 157]
116,[701 154]
117,[699 160]
118,[695 153]
119,[699 158]
120,[697 159]
121,[697 152]
122,[696 158]
123,[699 160]
124,[700 162]
125,[700 156]
126,[699 163]
127,[698 161]
128,[696 163]
129,[691 160]
130,[700 160]
131,[698 167]
132,[693 172]
133,[693 176]
134,[695 174]
135,[691 173]
136,[692 173]
137,[689 176]
138,[692 171]
139,[689 173]
140,[690 172]
141,[688 171]
142,[687 172]
143,[691 178]
144,[687 183]
145,[688 180]
146,[687 184]
147,[687 178]
148,[684 181]
149,[683 184]
150,[686 180]
151,[683 187]
152,[683 182]
153,[679 185]
154,[681 175]
155,[679 178]
156,[683 177]
157,[683 184]
158,[682 180]
159,[686 176]
160,[682 176]
161,[684 188]
162,[687 182]
163,[685 192]
164,[688 190]
165,[687 191]
166,[691 190]
167,[685 189]
168,[687 195]
169,[686 194]
170,[683 191]
171,[675 194]
172,[677 192]
173,[677 193]
174,[676 194]
175,[674 195]
176,[678 192]
177,[684 184]
178,[682 188]
179,[683 192]
180,[682 197]
181,[682 194]
182,[684 192]
183,[682 196]
184,[681 197]
185,[680 208]
186,[676 204]
187,[678 207]
188,[679 207]
189,[676 202]
190,[670 203]
191,[675 205]
192,[671 198]
193,[677 204]
194,[673 202]
195,[672 197]
196,[668 198]
197,[667 203]
198,[669 207]
199,[665 210]
200,[664 209]
201,[666 211]
202,[668 215]
203,[667 214]
204,[663 221]
205,[671 221]
206,[666 223]
207,[666 227]
208,[666 214]
209,[666 222]
210,[666 225]
211,[663 222]
212,[667 222]
213,[665 223]
214,[665 235]
215,[660 233]
216,[665 237]
217,[662 241]
218,[661 234]
219,[660 236]
220,[659 232]
221,[656 234]
222,[661 232]
223,[655 236]
224,[652 232]
225,[654 238]
226,[650 232]
227,[657 234]
228,[651 235]
229,[649 241]
230,[650 242]
231,[648 236]
232,[652 235]
233,[655 230]
234,[642 234]
235,[643 240]
236,[648 234]
237,[649 232]
238,[645 237]
239,[646 235]
240,[646 237]
241,[648 240]
242,[646 241]
243,[641 245]
244,[635 241]
245,[640 239]
246,[633 235]
247,[640 229]
248,[639 238]
249,[643 236]
250,[645 236]
251,[636 237]
252,[639 232]
253,[636 239]
254,[635 234]
255,[632 239]
256,[632 249]
257,[630 251]
258,[624 241]
259,[626 242]
260,[625 242]
