,frap_region
0,[848   0]
1,[830  28]
2,[822  29]
3,[819  31]
4,[812  36]
5,[811  38]
6,[809  40]
7,[805  46]
8,[803  50]
9,[802  54]
10,[802  63]
11,[799  66]
12,[797  65]
13,[790  69]
14,[789  66]
15,[781  65]
16,[778  66]
17,[781  67]
18,[777  66]
19,[775  71]
20,[778  76]
21,[779  76]
22,[771  80]
23,[764  75]
24,[763  71]
25,[757  71]
26,[762  69]
27,[763  76]
28,[766  78]
29,[759  79]
30,[767  85]
31,[767  85]
32,[761  92]
33,[764  84]
34,[755  86]
35,[751  95]
36,[751  99]
37,[750 105]
38,[749 107]
39,[748 104]
40,[753 105]
41,[749 109]
42,[753 110]
43,[750 106]
44,[747 105]
45,[740 105]
46,[743 109]
47,[740 109]
48,[738 111]
49,[743 111]
50,[743 108]
51,[739 111]
52,[735 108]
53,[737 111]
54,[744 111]
55,[738 118]
56,[737 115]
57,[737 110]
58,[729 115]
59,[729 119]
60,[729 120]
61,[728 116]
62,[725 124]
63,[729 131]
64,[721 129]
65,[717 132]
66,[719 137]
67,[720 130]
68,[723 134]
69,[720 134]
70,[720 136]
71,[718 138]
72,[716 138]
73,[714 145]
74,[708 149]
75,[710 144]
76,[715 140]
77,[711 136]
78,[709 145]
79,[709 145]
80,[713 147]
81,[707 149]
82,[707 147]
83,[706 149]
84,[705 147]
85,[706 149]
86,[693 151]
87,[701 148]
88,[697 156]
89,[694 155]
90,[696 161]
91,[696 159]
92,[698 153]
93,[699 157]
94,[691 148]
95,[692 156]
96,[696 158]
97,[692 156]
98,[690 160]
99,[686 155]
100,[692 160]
101,[687 160]
102,[694 159]
103,[689 170]
104,[692 166]
105,[694 166]
106,[688 161]
107,[688 155]
108,[686 153]
109,[686 159]
110,[687 164]
111,[687 164]
112,[682 163]
113,[687 164]
114,[678 164]
115,[680 163]
116,[684 167]
117,[679 169]
118,[686 170]
119,[685 167]
120,[685 168]
121,[678 166]
122,[678 169]
123,[671 173]
124,[674 169]
125,[675 174]
126,[674 173]
127,[671 174]
128,[672 180]
129,[672 177]
130,[677 185]
131,[683 185]
132,[675 183]
133,[677 184]
134,[670 185]
135,[672 187]
136,[674 189]
137,[674 187]
138,[673 202]
139,[675 199]
140,[674 202]
141,[674 195]
142,[670 200]
143,[664 200]
144,[666 196]
145,[670 193]
146,[661 193]
147,[664 200]
148,[664 197]
149,[661 204]
150,[665 192]
151,[668 185]
152,[668 190]
153,[666 187]
154,[666 189]
155,[666 190]
156,[657 200]
157,[661 197]
158,[661 201]
159,[659 205]
160,[666 208]
161,[666 200]
162,[661 206]
163,[652 212]
164,[660 215]
165,[656 210]
166,[657 209]
167,[657 211]
168,[650 203]
169,[648 208]
170,[656 212]
171,[652 210]
172,[651 213]
173,[644 218]
174,[642 222]
175,[648 224]
176,[647 213]
177,[638 216]
178,[641 213]
179,[634 216]
180,[633 218]
181,[637 219]
182,[638 214]
183,[639 205]
184,[640 208]
185,[639 213]
186,[632 209]
187,[633 219]
188,[633 222]
189,[638 221]
190,[638 225]
191,[633 220]
192,[634 222]
193,[636 216]
194,[634 217]
195,[632 217]
196,[632 218]
197,[631 220]
198,[628 207]
199,[627 210]
200,[629 213]
201,[629 215]
202,[627 221]
203,[624 224]
204,[622 225]
205,[625 224]
206,[627 231]
207,[623 230]
208,[617 231]
209,[622 237]
210,[622 235]
211,[621 228]
212,[621 237]
213,[623 239]
214,[625 237]
215,[622 243]
216,[627 238]
217,[621 234]
218,[619 242]
219,[617 242]
220,[617 242]
221,[624 249]
222,[618 244]
223,[621 244]
224,[620 246]
225,[620 247]
226,[623 245]
227,[620 236]
228,[622 240]
229,[621 249]
230,[626 255]
231,[625 252]
232,[629 258]
233,[625 251]
234,[625 248]
235,[623 254]
236,[623 254]
237,[618 256]
238,[626 252]
239,[622 252]
240,[620 239]
241,[617 245]
242,[622 245]
243,[621 245]
244,[620 239]
245,[617 245]
246,[615 240]
247,[617 245]
248,[618 246]
249,[617 236]
250,[620 239]
251,[621 236]
252,[621 238]
253,[618 246]
254,[618 246]
255,[622 250]
256,[618 243]
257,[615 241]
258,[615 242]
259,[620 238]
260,[620 245]
261,[618 243]
262,[620 244]
263,[619 246]
264,[616 245]
265,[619 243]
266,[615 251]
267,[608 253]
268,[605 255]
269,[614 247]
270,[613 248]
271,[608 245]
272,[609 243]
273,[606 256]
274,[611 258]
275,[609 253]
276,[608 258]
277,[610 255]
278,[607 255]
279,[606 260]
280,[606 257]
281,[606 252]
282,[603 258]
283,[600 252]
284,[601 255]
285,[597 254]
286,[600 252]
287,[601 249]
288,[603 251]
289,[596 257]
290,[595 254]
291,[596 250]
292,[598 255]
293,[601 262]
294,[596 259]
295,[593 257]
296,[595 257]
297,[596 257]
298,[595 259]
299,[593 264]
300,[593 257]
301,[592 259]
302,[594 257]
303,[593 260]
304,[593 260]
305,[591 259]
306,[589 263]
307,[595 264]
308,[591 263]
309,[586 252]
310,[587 261]
311,[587 259]
312,[592 258]
313,[589 260]
314,[585 265]
315,[592 270]
316,[592 262]
317,[588 272]
318,[589 272]
319,[589 273]
320,[589 272]
321,[587 279]
322,[582 277]
323,[583 273]
324,[586 273]
325,[583 274]
326,[583 276]
327,[581 270]
328,[579 274]
329,[581 276]
330,[583 274]
331,[585 275]
332,[584 274]
333,[583 274]
334,[580 280]
335,[580 278]
336,[579 282]
337,[579 285]
338,[574 276]
339,[573 282]
340,[576 279]
341,[577 283]
342,[576 275]
343,[578 275]
344,[577 275]
345,[577 279]
346,[576 281]
347,[570 285]
348,[571 288]
349,[570 286]
350,[569 290]
351,[565 291]
352,[568 288]
353,[574 294]
354,[570 292]
355,[566 294]
356,[577 292]
357,[578 292]
358,[579 292]
359,[578 291]
360,[579 290]
361,[575 294]
362,[570 289]
363,[569 290]
364,[569 294]
365,[568 295]
366,[575 305]
367,[580 312]
368,[575 300]
369,[570 305]
370,[573 296]
371,[569 300]
372,[571 303]
373,[572 302]
374,[570 306]
375,[569 300]
376,[569 300]
377,[572 300]
378,[572 294]
379,[567 304]
380,[568 302]
381,[568 308]
382,[570 315]
383,[563 316]
384,[562 322]
385,[565 322]
386,[566 323]
387,[562 314]
388,[562 322]
389,[563 316]
390,[570 319]
391,[568 323]
392,[573 322]
393,[567 315]
394,[566 317]
395,[564 317]
396,[566 317]
397,[560 319]
398,[563 313]
399,[564 317]
400,[560 311]
401,[564 312]
402,[565 324]
403,[560 322]
404,[559 324]
405,[562 324]
406,[556 324]
407,[558 318]
408,[566 321]
409,[564 317]
410,[560 323]
411,[556 319]
412,[559 321]
