,frap_region
0,[842   0]
1,[830  23]
2,[821  29]
3,[819  29]
4,[813  28]
5,[808  33]
6,[810  29]
7,[810  40]
8,[806  42]
9,[803  43]
10,[802  43]
11,[801  48]
12,[803  47]
13,[798  47]
14,[796  49]
15,[798  53]
16,[803  55]
17,[795  53]
18,[789  55]
19,[787  58]
20,[792  57]
21,[781  59]
22,[778  57]
23,[777  59]
24,[778  63]
25,[780  68]
26,[776  68]
27,[772  67]
28,[767  73]
29,[769  72]
30,[777  80]
31,[765  78]
32,[769  80]
33,[766  71]
34,[767  68]
35,[762  76]
36,[762  77]
37,[767  83]
38,[763  85]
39,[759  84]
40,[757  78]
41,[757  77]
42,[758  81]
43,[753  81]
44,[754  88]
45,[753  89]
46,[748  86]
47,[748  90]
48,[750  86]
49,[748  88]
50,[745  85]
51,[748  92]
52,[744  92]
53,[740  94]
54,[743  94]
55,[749  98]
56,[747 106]
57,[744 110]
58,[746 105]
59,[741 108]
60,[747 101]
61,[745 107]
62,[738 107]
63,[739 112]
64,[743 113]
65,[744 120]
66,[744 119]
67,[741 116]
68,[741 125]
69,[735 119]
70,[740 124]
71,[735 123]
72,[738 126]
73,[733 129]
74,[729 129]
75,[730 128]
76,[730 129]
77,[730 137]
78,[728 137]
79,[727 142]
80,[724 137]
81,[722 141]
82,[719 136]
83,[720 140]
84,[720 137]
85,[719 136]
86,[720 133]
87,[720 133]
88,[716 136]
89,[722 131]
90,[717 138]
91,[720 139]
92,[721 141]
93,[721 141]
94,[716 138]
95,[716 140]
96,[718 140]
97,[715 142]
98,[713 137]
99,[712 134]
100,[717 135]
101,[711 132]
102,[714 136]
103,[714 138]
104,[708 138]
105,[706 134]
106,[705 138]
107,[708 143]
108,[709 146]
109,[707 144]
110,[708 142]
111,[703 139]
112,[703 142]
113,[704 141]
114,[700 153]
115,[704 156]
116,[700 156]
117,[702 159]
118,[701 158]
119,[697 151]
120,[697 162]
121,[703 164]
122,[696 156]
123,[699 161]
124,[692 164]
125,[689 171]
126,[687 164]
127,[692 162]
128,[689 165]
129,[686 164]
130,[686 169]
131,[686 168]
132,[687 166]
133,[688 170]
134,[677 166]
135,[680 169]
136,[682 174]
137,[685 171]
138,[684 171]
139,[675 168]
140,[675 172]
141,[680 171]
142,[676 169]
143,[675 172]
144,[677 172]
145,[674 183]
146,[680 181]
147,[672 178]
148,[676 174]
149,[674 177]
150,[671 172]
151,[671 170]
152,[661 170]
153,[665 172]
154,[666 171]
155,[663 172]
156,[665 172]
157,[669 177]
158,[667 167]
159,[666 175]
160,[664 179]
161,[664 177]
162,[664 178]
163,[669 177]
164,[666 177]
165,[661 175]
166,[664 175]
167,[666 172]
168,[659 174]
169,[659 176]
170,[660 181]
171,[658 181]
172,[660 178]
173,[656 179]
174,[661 180]
175,[658 180]
176,[657 177]
177,[658 188]
178,[657 189]
179,[656 185]
180,[661 194]
181,[662 197]
182,[668 200]
183,[665 199]
184,[667 203]
185,[658 199]
186,[654 204]
187,[653 204]
188,[648 197]
189,[652 199]
190,[654 203]
191,[652 200]
192,[646 205]
193,[649 199]
194,[651 197]
195,[647 202]
196,[648 204]
197,[650 205]
198,[648 207]
199,[646 212]
200,[642 207]
201,[646 210]
202,[644 217]
203,[642 218]
204,[645 214]
205,[646 211]
206,[652 208]
207,[646 216]
208,[646 212]
209,[646 215]
210,[648 209]
211,[656 209]
212,[648 209]
213,[648 204]
214,[649 213]
215,[649 211]
216,[644 210]
217,[645 215]
218,[645 212]
219,[648 209]
220,[645 207]
221,[645 208]
222,[642 208]
223,[642 205]
224,[640 201]
225,[640 208]
226,[635 206]
227,[635 206]
228,[637 208]
229,[637 206]
230,[642 204]
231,[639 201]
232,[639 197]
233,[638 205]
234,[639 210]
235,[638 207]
236,[640 202]
237,[636 202]
238,[634 199]
239,[635 201]
240,[636 204]
241,[641 202]
242,[645 208]
243,[640 205]
244,[644 209]
245,[637 205]
246,[637 211]
