,frap_region
0,[878   0]
1,[859   9]
2,[853   9]
3,[853  19]
4,[844  19]
5,[843  23]
6,[836  30]
7,[835  42]
8,[838  41]
9,[836  43]
10,[831  41]
11,[832  36]
12,[829  44]
13,[828  46]
14,[826  43]
15,[819  42]
16,[813  44]
17,[814  47]
18,[816  46]
19,[806  48]
20,[802  52]
21,[800  56]
22,[794  61]
23,[797  61]
24,[798  54]
25,[797  58]
26,[796  61]
27,[793  64]
28,[793  64]
29,[791  65]
30,[787  60]
31,[781  69]
32,[784  70]
33,[783  71]
34,[778  68]
35,[777  73]
36,[771  75]
37,[772  86]
38,[770  83]
39,[769  81]
40,[771  82]
41,[766  81]
42,[774  87]
43,[770  77]
44,[772  80]
45,[773  84]
46,[767  83]
47,[770  86]
48,[772  85]
49,[771  88]
50,[769  89]
51,[771  92]
52,[776  93]
53,[772  89]
54,[768  91]
55,[773  87]
56,[767  98]
57,[768  91]
58,[768  92]
59,[765  94]
60,[755 100]
61,[758 109]
62,[756 101]
63,[758 107]
64,[756 104]
65,[758 105]
66,[755 109]
67,[753 107]
68,[749 110]
69,[755 113]
70,[750 111]
71,[756 111]
72,[744 101]
73,[747 100]
74,[744 102]
75,[743 103]
76,[741 106]
77,[740 107]
78,[742 103]
79,[740 106]
80,[737 104]
81,[738 109]
82,[735 104]
83,[728 102]
84,[720 101]
85,[725 106]
86,[718 106]
87,[721 114]
88,[724 118]
89,[725 109]
90,[724 108]
91,[717 115]
92,[718 108]
93,[721 114]
94,[717 119]
95,[720 118]
96,[720 120]
97,[717 126]
98,[716 124]
99,[720 122]
100,[714 127]
101,[719 124]
102,[713 125]
103,[714 125]
104,[715 129]
105,[712 128]
106,[717 128]
107,[715 125]
108,[713 125]
109,[712 134]
110,[712 134]
111,[713 132]
112,[710 136]
113,[706 138]
114,[706 136]
115,[710 143]
116,[711 142]
117,[704 140]
118,[711 140]
119,[707 146]
120,[706 144]
121,[711 147]
122,[703 142]
123,[700 145]
124,[704 145]
125,[706 142]
126,[701 141]
127,[698 147]
128,[707 145]
129,[709 140]
130,[710 148]
131,[709 145]
132,[707 151]
133,[701 141]
134,[705 144]
135,[705 143]
136,[706 141]
137,[696 142]
138,[694 149]
139,[697 145]
140,[691 138]
141,[690 145]
142,[694 145]
