,fcs_region
0,2.0
1,2.0
2,2.0
3,2.0
4,3.0
5,2.0
6,1.0
7,1.0
8,1.0
9,2.0
10,1.0
11,3.0
12,4.0
13,4.0
14,2.0
15,1.0
16,1.0
17,2.0
18,1.0
19,1.0
20,1.0
21,2.0
22,2.0
23,5.0
24,4.0
25,1.0
26,0.0
27,1.0
28,1.0
29,2.0
30,5.0
31,2.0
32,3.0
33,4.0
34,4.0
35,4.0
36,4.0
37,3.0
38,2.0
39,2.0
40,2.0
41,1.0
42,1.0
43,0.0
44,0.0
45,0.0
46,1.0
47,1.0
48,3.0
49,3.0
50,5.0
51,4.0
52,2.0
53,2.0
54,2.0
55,2.0
56,3.0
57,4.0
58,4.0
59,3.0
60,4.0
61,3.0
62,3.0
63,4.0
64,5.0
65,4.0
66,6.0
67,6.0
68,5.0
69,4.0
70,3.0
71,3.0
72,5.0
73,5.0
74,3.0
75,4.0
76,3.0
77,5.0
78,5.0
79,5.0
80,4.0
81,2.0
82,2.0
83,4.0
84,3.0
85,0.0
86,1.0
87,1.0
88,4.0
89,7.0
90,8.0
91,6.0
92,4.0
93,4.0
94,5.0
95,6.0
96,2.0
97,3.0
98,4.0
99,4.0
100,4.0
101,4.0
102,5.0
103,3.0
104,2.0
105,2.0
106,2.0
107,2.0
108,2.0
109,1.0
110,2.0
111,3.0
112,6.0
113,4.0
114,6.0
115,5.0
116,3.0
117,3.0
118,2.0
119,1.0
120,1.0
121,1.0
122,2.0
123,3.0
124,3.0
125,1.0
126,4.0
127,2.0
128,2.0
129,2.0
130,2.0
131,3.0
132,4.0
133,2.0
134,2.0
135,2.0
136,1.0
137,2.0
138,3.0
139,4.0
140,3.0
141,1.0
142,4.0
143,4.0
144,6.0
145,3.0
146,5.0
147,5.0
148,5.0
149,5.0
150,4.0
151,5.0
152,6.0
153,5.0
154,3.0
155,7.0
156,8.0
157,8.0
158,5.0
159,5.0
160,6.0
161,4.0
162,6.0
163,4.0
164,2.0
165,1.0
166,1.0
167,3.0
168,5.0
169,5.0
170,6.0
171,6.0
172,5.0
173,5.0
174,3.0
175,3.0
176,1.0
177,1.0
178,3.0
179,6.0
180,5.0
181,2.0
182,0.0
183,1.0
184,2.0
185,3.0
186,4.0
187,4.0
188,4.0
189,3.0
190,3.0
191,3.0
192,2.0
193,2.0
194,6.0
195,5.0
196,3.0
197,3.0
198,3.0
199,4.0
200,6.0
201,6.0
202,4.0
203,4.0
204,3.0
205,3.0
206,4.0
207,4.0
208,4.0
209,3.0
210,3.0
211,4.0
212,5.0
213,5.0
214,4.0
215,3.0
216,3.0
217,3.0
218,3.0
219,3.0
220,2.0
221,3.0
222,2.0
223,4.0
224,3.0
225,0.0
226,0.0
227,1.0
228,2.0
229,3.0
230,2.0
231,2.0
232,2.0
233,2.0
234,1.0
235,3.0
236,1.0
237,2.0
238,3.0
239,2.0
240,2.0
241,1.0
242,1.0
243,3.0
244,2.0
245,1.0
246,2.0
247,3.0
248,2.0
249,2.0
250,2.0
251,3.0
252,3.0
253,2.0
254,4.0
255,4.0
256,5.0
257,5.0
258,5.0
259,4.0
260,4.0
261,6.0
262,5.0
263,3.0
264,7.0
265,6.0
266,4.0
267,3.0
268,4.0
269,5.0
270,5.0
271,5.0
272,3.0
273,3.0
274,4.0
275,4.0
276,6.0
277,4.0
278,1.0
279,1.0
280,2.0
281,1.0
282,1.0
283,2.0
284,2.0
285,5.0
286,5.0
287,5.0
288,6.0
289,5.0
290,5.0
291,4.0
292,4.0
293,4.0
294,3.0
295,3.0
296,4.0
297,4.0
298,4.0
299,5.0
300,5.0
301,3.0
302,3.0
303,2.0
304,2.0
305,3.0
306,2.0
307,2.0
308,2.0
309,1.0
310,1.0
311,1.0
312,0.0
313,0.0
314,1.0
315,1.0
316,1.0
317,2.0
318,3.0
319,2.0
320,2.0
321,3.0
322,3.0
323,3.0
324,3.0
325,5.0
326,4.0
327,4.0
328,4.0
329,4.0
330,4.0
331,5.0
332,3.0
333,3.0
334,4.0
335,7.0
336,8.0
337,6.0
338,5.0
339,6.0
340,7.0
341,6.0
342,6.0
343,5.0
344,5.0
345,3.0
346,4.0
347,5.0
348,4.0
349,3.0
350,4.0
351,4.0
352,3.0
353,3.0
354,2.0
355,3.0
356,2.0
357,2.0
358,2.0
359,3.0
360,3.0
361,4.0
362,5.0
363,4.0
364,4.0
365,3.0
366,2.0
367,2.0
368,3.0
369,1.0
370,2.0
371,2.0
372,3.0
373,2.0
374,5.0
375,4.0
376,3.0
377,3.0
378,3.0
379,3.0
380,3.0
381,6.0
382,5.0
383,5.0
384,4.0
385,5.0
386,4.0
387,4.0
388,5.0
389,4.0
390,5.0
391,5.0
392,4.0
393,3.0
394,6.0
395,4.0
396,5.0
397,4.0
398,4.0
399,3.0
400,1.0
401,1.0
402,2.0
403,3.0
404,2.0
405,3.0
406,2.0
407,2.0
408,2.0
409,2.0
410,2.0
411,5.0
412,4.0
413,6.0
414,5.0
415,5.0
416,5.0
417,3.0
418,2.0
419,4.0
420,3.0
421,4.0
422,3.0
423,3.0
424,3.0
425,2.0
426,3.0
427,4.0
428,3.0
429,3.0
430,2.0
431,2.0
432,2.0
433,1.0
434,1.0
435,1.0
436,1.0
437,0.0
438,0.0
439,0.0
440,1.0
441,3.0
442,3.0
443,2.0
444,2.0
445,1.0
446,2.0
447,4.0
448,2.0
449,2.0
450,3.0
451,3.0
452,2.0
453,2.0
454,1.0
455,1.0
456,5.0
457,5.0
458,4.0
459,6.0
460,5.0
461,4.0
462,4.0
463,4.0
464,3.0
465,4.0
466,3.0
467,2.0
468,1.0
469,1.0
470,2.0
471,1.0
472,3.0
473,3.0
474,3.0
475,5.0
476,2.0
477,4.0
478,3.0
479,4.0
480,4.0
481,5.0
482,5.0
483,3.0
484,2.0
485,1.0
486,0.0
487,2.0
488,1.0
489,1.0
490,1.0
491,1.0
492,1.0
493,1.0
494,2.0
495,1.0
496,0.0
497,3.0
498,5.0
499,5.0
500,2.0
501,2.0
502,1.0
503,1.0
504,2.0
505,5.0
506,6.0
507,6.0
508,6.0
509,5.0
510,4.0
511,2.0
512,4.0
513,4.0
514,4.0
515,4.0
516,3.0
517,2.0
518,0.0
519,3.0
520,2.0
521,2.0
522,4.0
523,5.0
524,2.0
525,3.0
526,4.0
527,1.0
528,3.0
529,4.0
530,5.0
531,4.0
532,3.0
533,2.0
534,4.0
535,6.0
536,4.0
537,5.0
538,6.0
539,4.0
540,4.0
541,6.0
542,6.0
543,4.0
544,4.0
545,5.0
546,7.0
547,9.0
548,7.0
549,6.0
550,6.0
551,7.0
552,8.0
553,7.0
554,6.0
555,7.0
556,6.0
557,5.0
558,5.0
559,5.0
560,6.0
561,2.0
562,3.0
563,4.0
564,4.0
565,4.0
566,4.0
567,5.0
568,3.0
569,4.0
570,4.0
571,3.0
572,3.0
573,3.0
574,2.0
575,5.0
576,2.0
577,3.0
578,4.0
579,5.0
580,3.0
581,4.0
582,4.0
583,4.0
584,4.0
585,4.0
586,5.0
587,5.0
588,6.0
589,5.0
590,6.0
591,6.0
592,6.0
593,6.0
594,6.0
595,6.0
596,7.0
597,6.0
598,7.0
599,7.0
600,7.0
601,7.0
602,6.0
603,4.0
604,4.0
605,4.0
606,5.0
607,5.0
608,5.0
609,3.0
610,5.0
611,3.0
612,4.0
613,3.0
614,2.0
615,2.0
616,1.0
617,2.0
618,1.0
619,1.0
620,2.0
621,1.0
622,1.0
623,4.0
624,5.0
625,4.0
626,3.0
627,4.0
628,4.0
629,4.0
630,5.0
631,5.0
632,6.0
633,2.0
634,4.0
635,6.0
636,4.0
637,7.0
638,7.0
639,6.0
640,5.0
641,4.0
642,4.0
643,6.0
644,7.0
645,7.0
646,8.0
647,8.0
648,7.0
649,6.0
650,10.0
651,8.0
652,8.0
653,10.0
654,7.0
655,4.0
656,7.0
657,8.0
658,6.0
659,7.0
660,7.0
661,6.0
662,5.0
663,6.0
664,5.0
665,10.0
666,9.0
667,5.0
668,4.0
669,7.0
670,7.0
671,4.0
672,7.0
673,7.0
674,6.0
675,9.0
676,8.0
677,9.0
678,8.0
679,7.0
680,9.0
681,8.0
682,6.0
683,7.0
684,6.0
685,5.0
686,6.0
687,5.0
688,4.0
689,4.0
690,6.0
691,6.0
692,6.0
693,5.0
694,4.0
695,5.0
696,5.0
697,5.0
698,3.0
699,2.0
700,2.0
701,1.0
702,1.0
703,3.0
704,1.0
705,2.0
706,2.0
707,3.0
708,1.0
709,1.0
710,2.0
711,3.0
712,4.0
713,4.0
714,5.0
715,6.0
716,6.0
717,5.0
718,4.0
719,4.0
720,3.0
721,1.0
722,2.0
723,2.0
724,2.0
725,1.0
726,2.0
727,2.0
728,1.0
729,2.0
730,3.0
731,2.0
732,2.0
733,2.0
734,1.0
735,2.0
736,3.0
737,4.0
738,2.0
739,2.0
740,3.0
741,3.0
742,1.0
743,2.0
744,1.0
745,2.0
746,3.0
747,5.0
748,4.0
749,4.0
750,5.0
751,4.0
752,3.0
753,3.0
754,4.0
755,4.0
756,2.0
757,2.0
758,3.0
759,2.0
760,2.0
761,2.0
762,0.0
763,0.0
764,1.0
765,0.0
766,0.0
767,2.0
768,3.0
769,2.0
770,3.0
771,2.0
772,3.0
773,3.0
774,3.0
775,3.0
776,2.0
777,3.0
778,4.0
779,3.0
780,4.0
781,5.0
782,5.0
783,5.0
784,5.0
785,5.0
786,5.0
787,5.0
788,5.0
789,1.0
790,0.0
791,1.0
792,0.0
793,3.0
794,3.0
795,4.0
796,4.0
797,3.0
798,5.0
799,5.0
800,5.0
801,6.0
802,7.0
803,6.0
804,5.0
805,3.0
806,5.0
807,4.0
808,4.0
809,4.0
810,4.0
811,3.0
812,4.0
813,2.0
814,2.0
815,2.0
816,1.0
817,1.0
818,1.0
819,2.0
820,2.0
821,2.0
822,3.0
823,2.0
824,4.0
825,1.0
826,2.0
827,3.0
828,3.0
829,3.0
830,2.0
831,4.0
832,2.0
833,4.0
834,4.0
835,3.0
836,2.0
837,2.0
838,2.0
839,3.0
840,1.0
841,2.0
842,2.0
843,3.0
844,2.0
845,3.0
846,0.0
847,2.0
848,3.0
849,3.0
850,2.0
851,4.0
852,4.0
853,4.0
854,5.0
855,5.0
856,3.0
857,3.0
858,3.0
859,4.0
860,4.0
861,4.0
862,3.0
863,5.0
864,4.0
865,5.0
866,6.0
867,5.0
868,6.0
869,4.0
870,5.0
871,3.0
872,3.0
873,5.0
874,4.0
875,4.0
876,4.0
877,6.0
878,7.0
879,6.0
880,5.0
881,4.0
882,4.0
883,5.0
884,6.0
885,6.0
886,5.0
887,4.0
888,4.0
889,5.0
890,4.0
891,5.0
892,3.0
893,3.0
894,4.0
895,3.0
896,3.0
897,2.0
898,3.0
899,4.0
900,2.0
901,2.0
902,3.0
903,2.0
904,3.0
905,2.0
906,4.0
907,3.0
908,0.0
909,0.0
910,0.0
911,2.0
912,2.0
913,2.0
914,5.0
915,5.0
916,5.0
917,5.0
918,4.0
919,3.0
920,4.0
921,5.0
922,5.0
923,5.0
924,4.0
925,4.0
926,3.0
927,4.0
928,6.0
929,4.0
930,8.0
931,10.0
932,11.0
933,8.0
934,9.0
935,9.0
936,7.0
937,7.0
938,9.0
939,7.0
940,7.0
941,10.0
942,8.0
943,7.0
944,7.0
945,6.0
946,5.0
947,3.0
948,4.0
949,9.0
950,7.0
951,8.0
952,7.0
953,4.0
954,4.0
955,5.0
956,3.0
957,3.0
958,2.0
959,2.0
960,2.0
961,2.0
962,2.0
963,2.0
964,2.0
965,1.0
966,1.0
967,3.0
968,4.0
969,3.0
970,4.0
971,2.0
972,3.0
973,4.0
974,3.0
975,5.0
976,4.0
977,5.0
978,7.0
979,5.0
980,3.0
981,1.0
982,1.0
983,2.0
984,4.0
985,4.0
986,5.0
987,4.0
988,4.0
989,7.0
990,9.0
991,7.0
992,6.0
993,2.0
994,5.0
995,6.0
996,3.0
997,3.0
998,3.0
999,3.0
1000,5.0
1001,3.0
1002,3.0
1003,2.0
1004,5.0
1005,3.0
1006,4.0
1007,3.0
1008,5.0
1009,5.0
1010,5.0
1011,4.0
1012,4.0
1013,4.0
1014,4.0
1015,6.0
1016,6.0
1017,6.0
1018,4.0
1019,3.0
1020,2.0
1021,2.0
1022,2.0
1023,3.0
1024,1.0
1025,2.0
1026,3.0
1027,5.0
1028,5.0
1029,4.0
1030,5.0
1031,6.0
1032,6.0
1033,5.0
1034,7.0
1035,6.0
1036,6.0
1037,5.0
1038,6.0
1039,4.0
1040,5.0
1041,5.0
1042,6.0
1043,5.0
1044,4.0
1045,4.0
1046,5.0
1047,3.0
1048,4.0
1049,4.0
1050,4.0
1051,3.0
1052,4.0
1053,3.0
1054,5.0
1055,6.0
1056,4.0
1057,4.0
1058,6.0
1059,7.0
1060,7.0
1061,3.0
1062,4.0
1063,5.0
1064,4.0
1065,6.0
1066,4.0
1067,3.0
1068,5.0
1069,5.0
1070,6.0
1071,6.0
1072,5.0
1073,4.0
1074,3.0
1075,4.0
1076,5.0
1077,5.0
1078,5.0
1079,5.0
1080,5.0
1081,4.0
1082,6.0
1083,6.0
1084,6.0
1085,4.0
1086,5.0
1087,3.0
1088,2.0
1089,3.0
1090,3.0
1091,4.0
1092,6.0
1093,4.0
1094,3.0
1095,3.0
1096,3.0
1097,2.0
1098,0.0
1099,2.0
1100,2.0
1101,3.0
1102,4.0
1103,4.0
1104,5.0
1105,5.0
1106,6.0
1107,5.0
1108,3.0
1109,3.0
1110,3.0
1111,3.0
1112,3.0
1113,2.0
1114,4.0
1115,4.0
1116,3.0
1117,3.0
1118,3.0
1119,5.0
1120,2.0
1121,2.0
1122,1.0
1123,2.0
1124,1.0
1125,2.0
1126,3.0
1127,4.0
1128,4.0
1129,4.0
1130,3.0
1131,2.0
1132,4.0
1133,4.0
1134,3.0
1135,3.0
1136,3.0
1137,3.0
1138,2.0
1139,2.0
1140,3.0
1141,3.0
1142,5.0
1143,6.0
1144,6.0
1145,6.0
1146,6.0
1147,3.0
1148,4.0
1149,3.0
1150,1.0
1151,1.0
1152,1.0
1153,0.0
1154,0.0
1155,1.0
1156,1.0
1157,2.0
1158,1.0
1159,2.0
1160,2.0
1161,2.0
1162,3.0
1163,3.0
1164,4.0
1165,3.0
1166,4.0
1167,3.0
1168,1.0
1169,2.0
1170,2.0
1171,2.0
1172,2.0
1173,2.0
1174,2.0
1175,3.0
1176,3.0
1177,5.0
1178,3.0
1179,3.0
1180,3.0
1181,4.0
1182,3.0
1183,3.0
1184,3.0
1185,3.0
1186,4.0
1187,6.0
1188,5.0
1189,7.0
1190,8.0
1191,5.0
1192,5.0
1193,5.0
1194,4.0
1195,5.0
1196,5.0
1197,4.0
1198,5.0
1199,3.0
1200,3.0
1201,3.0
1202,3.0
1203,3.0
1204,2.0
1205,1.0
1206,1.0
1207,4.0
1208,3.0
1209,3.0
1210,2.0
1211,0.0
1212,0.0
1213,2.0
1214,2.0
1215,3.0
1216,4.0
1217,2.0
1218,2.0
1219,3.0
1220,4.0
1221,2.0
1222,0.0
1223,2.0
1224,2.0
1225,2.0
1226,1.0
1227,1.0
1228,1.0
1229,4.0
1230,4.0
1231,5.0
1232,3.0
1233,4.0
1234,4.0
1235,2.0
1236,2.0
1237,1.0
1238,1.0
1239,0.0
1240,1.0
1241,2.0
1242,0.0
1243,1.0
1244,2.0
1245,2.0
1246,1.0
1247,2.0
1248,2.0
1249,2.0
1250,2.0
1251,2.0
1252,2.0
1253,2.0
1254,2.0
1255,2.0
1256,2.0
1257,2.0
1258,3.0
1259,2.0
1260,1.0
1261,3.0
1262,3.0
1263,2.0
1264,4.0
1265,3.0
1266,3.0
1267,3.0
1268,1.0
1269,1.0
1270,1.0
1271,1.0
1272,1.0
1273,1.0
1274,2.0
1275,3.0
1276,2.0
1277,2.0
1278,1.0
1279,1.0
1280,1.0
1281,1.0
1282,3.0
1283,1.0
1284,1.0
1285,0.0
1286,1.0
1287,2.0
1288,4.0
1289,3.0
1290,3.0
1291,4.0
1292,4.0
1293,4.0
1294,4.0
1295,2.0
1296,3.0
1297,2.0
1298,3.0
1299,4.0
1300,5.0
1301,3.0
1302,4.0
1303,2.0
1304,4.0
1305,4.0
1306,4.0
1307,3.0
1308,5.0
1309,6.0
1310,7.0
1311,6.0
1312,7.0
1313,5.0
1314,6.0
1315,4.0
1316,4.0
1317,3.0
1318,4.0
1319,1.0
1320,1.0
1321,0.0
1322,1.0
1323,3.0
1324,2.0
1325,2.0
1326,4.0
1327,2.0
1328,2.0
1329,4.0
1330,2.0
1331,2.0
1332,2.0
1333,3.0
1334,2.0
1335,2.0
1336,3.0
1337,4.0
1338,4.0
1339,3.0
1340,2.0
1341,1.0
1342,1.0
1343,1.0
1344,1.0
1345,0.0
1346,0.0
