,frap_region
0,[869   0]
1,[854  13]
2,[845  27]
3,[843  42]
4,[834  46]
5,[830  47]
6,[834  53]
7,[835  56]
8,[833  54]
9,[829  54]
10,[823  54]
11,[819  57]
12,[815  56]
13,[819  64]
14,[810  63]
15,[808  64]
16,[805  66]
17,[798  65]
18,[797  77]
19,[801  72]
20,[799  84]
21,[796  76]
22,[795  79]
23,[788  81]
24,[787  80]
25,[787  77]
26,[788  82]
27,[781  81]
28,[776  82]
29,[776  83]
30,[774  81]
31,[776  86]
32,[773  94]
33,[770  93]
34,[773  93]
35,[761  97]
36,[768  92]
37,[772  93]
38,[768  91]
39,[772  95]
40,[774  95]
41,[778 101]
42,[779 103]
43,[778 103]
44,[773 102]
45,[773 107]
46,[768 108]
47,[765 116]
48,[762 116]
49,[758 118]
50,[759 127]
51,[764 122]
52,[761 120]
53,[765 119]
54,[763 122]
55,[769 120]
56,[762 119]
57,[764 126]
58,[766 122]
59,[766 121]
60,[768 126]
61,[763 123]
62,[768 126]
63,[765 128]
64,[761 128]
65,[762 124]
66,[760 132]
67,[760 138]
68,[758 130]
69,[756 131]
70,[760 135]
71,[753 132]
72,[754 127]
73,[751 134]
74,[752 134]
75,[752 128]
76,[751 135]
77,[753 131]
78,[756 130]
79,[753 126]
80,[753 132]
81,[753 131]
82,[748 136]
83,[747 132]
84,[748 131]
85,[749 131]
86,[751 136]
87,[747 140]
88,[747 142]
89,[747 137]
90,[746 144]
91,[749 149]
92,[742 145]
93,[739 149]
94,[739 147]
95,[741 144]
96,[738 151]
97,[741 152]
98,[742 154]
99,[746 156]
100,[741 158]
101,[744 159]
102,[740 152]
103,[738 149]
104,[738 152]
105,[736 155]
106,[740 151]
107,[737 151]
108,[732 155]
109,[734 154]
110,[730 149]
111,[730 150]
112,[734 151]
113,[733 159]
114,[730 156]
115,[724 147]
116,[726 150]
117,[720 148]
118,[725 151]
119,[724 154]
120,[717 158]
121,[715 154]
122,[711 150]
123,[706 159]
124,[705 163]
125,[704 156]
126,[705 157]
127,[707 156]
128,[708 154]
129,[711 153]
130,[718 155]
131,[712 162]
132,[711 164]
133,[711 161]
134,[715 158]
135,[714 156]
136,[713 159]
137,[708 159]
138,[704 164]
139,[704 170]
140,[702 171]
141,[701 168]
142,[693 174]
143,[690 181]
144,[697 180]
145,[699 180]
146,[700 175]
147,[698 173]
148,[696 173]
149,[695 173]
150,[691 179]
151,[688 174]
152,[682 177]
153,[679 176]
154,[673 177]
155,[674 169]
156,[678 164]
157,[680 171]
158,[678 168]
159,[683 172]
160,[687 173]
161,[687 174]
162,[695 174]
